代码,名称,市场
000961,ST中南,SZ
000956,中原油气,SZ
000939,凯迪退,SZ
000918,*ST嘉凯,SZ
000917,电广传媒,SZ
000916,华北高速,SZ
000909,ST数源,SZ
000881,中广核技,SZ
000866,扬子石化,SZ
000861,海印股份,SZ
000850,华茂股份,SZ
000836,ST富通,SZ
000835,长动退,SZ
000832,*ST龙涤,SZ
000827,*ST长兴,SZ
000817,辽河油田,SZ
000806,银河退,SZ
000805,*ST炎黄,SZ
000787,*ST创智,SZ
000780,ST平能,SZ
000769,*ST大菲,SZ
000765,*ST华信,SZ
000763,锦州石化,SZ
000760,斯太退,SZ
000748,长城信息,SZ
000732,ST泰禾,SZ
000730,*ST环保,SZ
000727,冠捷科技,SZ
000726,鲁  泰Ａ,SZ
000699,S*ST佳纸,SZ
000693,华泽退,SZ
000689,ST宏业,SZ
000687,华讯退,SZ
000675,ST银山,SZ
000673,当代退,SZ
000671,ST阳光城,SZ
000668,荣丰控股,SZ
000667,ST美置,SZ
000666,经纬纺机,SZ
000662,天夏退,SZ
000660,*ST南华,SZ
000658,ST海洋,SZ
000653,ST九州,SZ
000650,仁和药业,SZ
000625,长安汽车,SZ
000621,*ST比特,SZ
000618,吉林化工,SZ
000616,*ST海投,SZ
000613,东海A退,SZ
000611,天首退,SZ
000606,顺利退,SZ
000602,金马集团,SZ
000598,兴蓉环境,SZ
000594,国恒退,SZ
000588,PT粤金曼,SZ
000587,*ST金洲,SZ
000585,东电退,SZ
000583,S*ST托普,SZ
000581,威孚高科,SZ
000578,盐湖集团,SZ
000571,新大洲A,SZ
000569,长城股份,SZ
000564,供销大集,SZ
000562,宏源证券,SZ
000556,PT南洋,SZ
000549,S湘火炬,SZ
000542,TCL通讯,SZ
000540,*ST中天,SZ
000535,*ST猴王,SZ
000533,顺钠股份,SZ
000529,广弘控股,SZ
000527,美的电器,SZ
000522,白云山A,SZ
000515,攀渝钛业,SZ
000511,烯碳退,SZ
000508,琼民源A,SZ
000502,绿景退,SZ
000501,武商集团,SZ
000420,吉林化纤,SZ
000418,小天鹅A,SZ
000416,*ST民控,SZ
000413,ST旭电,SZ
000412,ST五环,SZ
000410,沈阳机床,SZ
000407,胜利股份,SZ
000406,石油大明,SZ
000405,ST鑫光,SZ
000338,潍柴动力,SZ
000150,*ST宜康,SZ
000078,海王生物,SZ
000061,农 产 品,SZ
000047,ST中侨,SZ
000046,*ST泛海,SZ
000038,大通退,SZ
000033,新都退,SZ
000024,招商地产,SZ
000023,*ST深天,SZ
000018,神城A退,SZ
000015,PT中浩A,SZ
000013,*ST石化A,SZ
000005,ST星源,SZ
000003,PT金田A,SZ
300870,欧陆通,SZ
300776,帝尔激光,SZ
301073,君亭酒店,SZ
300684,中石科技,SZ
002229,鸿博股份,SZ
300979,华利集团,SZ
000610,西安旅游,SZ
001359,平安电工,SZ
002056,横店东磁,SZ
300142,沃森生物,SZ
002080,中材科技,SZ
300130,新国都,SZ
300693,盛弘股份,SZ
001380,华纬科技,SZ
003032,传智教育,SZ
300166,东方国信,SZ
300859,西域旅游,SZ
002238,天威视讯,SZ
301265,华新环保,SZ
002761,浙江建投,SZ
002268,电科网安,SZ
000596,古井贡酒,SZ
300694,蠡湖股份,SZ
300115,长盈精密,SZ
002258,利尔化学,SZ
300527,中船应急,SZ
001322,箭牌家居,SZ
002057,中钢天源,SZ
000935,四川双马,SZ
000712,锦龙股份,SZ
002299,圣农发展,SZ
000716,黑芝麻,SZ
001337,四川黄金,SZ
300264,佳创视讯,SZ
002100,天康生物,SZ
300677,英科医疗,SZ
300602,飞荣达,SZ
300071,福石控股,SZ
301125,腾亚精工,SZ
002101,广东鸿图,SZ
301363,美好医疗,SZ
002150,通润装备,SZ
000417,合百集团,SZ
300223,北京君正,SZ
301345,涛涛车业,SZ
000953,河化股份,SZ
300183,东软载波,SZ
000048,京基智农,SZ
300713,英可瑞,SZ
002833,弘亚数控,SZ
300242,佳云科技,SZ
002012,凯恩股份,SZ
300172,中电环保,SZ
002382,蓝帆医疗,SZ
000597,东北制药,SZ
300737,科顺股份,SZ
000931,中 关 村,SZ
300217,东方电热,SZ
000546,金圆股份,SZ
002140,东华科技,SZ
000589,贵州轮胎,SZ
002821,凯莱英,SZ
000860,顺鑫农业,SZ
000009,中国宝安,SZ
002670,国盛金控,SZ
000688,国城矿业,SZ
300014,亿纬锂能,SZ
300254,仟源医药,SZ
002004,华邦健康,SZ
300463,迈克生物,SZ
000888,峨眉山Ａ,SZ
301353,普莱得,SZ
000036,华联控股,SZ
300669,沪宁股份,SZ
000858,五 粮 液,SZ
002236,大华股份,SZ
002581,未名医药,SZ
000776,广发证券,SZ
002251,ST步步高,SZ
300003,乐普医疗,SZ
000739,普洛药业,SZ
002465,海格通信,SZ
000785,居然智家,SZ
002941,新疆交建,SZ
300232,洲明科技,SZ
000547,航天发展,SZ
300454,深信服,SZ
002307,北新路桥,SZ
000820,神雾节能,SZ
300871,回盛生物,SZ
002189,中光学,SZ
002662,京威股份,SZ
002104,恒宝股份,SZ
300051,琏升科技,SZ
002120,韵达股份,SZ
002039,黔源电力,SZ
002422,科伦药业,SZ
300394,天孚通信,SZ
002019,亿帆医药,SZ
300196,长海股份,SZ
001255,博菲电气,SZ
301207,华兰疫苗,SZ
002038,双鹭药业,SZ
002001,新 和 成,SZ
000623,吉林敖东,SZ
301139,元道通信,SZ
002086,东方海洋,SZ
000628,高新发展,SZ
002381,双箭股份,SZ
002842,翔鹭钨业,SZ
002161,远 望 谷,SZ
001289,龙源电力,SZ
000710,贝瑞基因,SZ
300568,星源材质,SZ
000906,浙商中拓,SZ
002025,航天电器,SZ
000663,永安林业,SZ
300529,健帆生物,SZ
002374,中锐股份,SZ
000657,中钨高新,SZ
300761,立华股份,SZ
002805,丰元股份,SZ
000505,京粮控股,SZ
000488,晨鸣纸业,SZ
301307,美利信,SZ
300119,瑞普生物,SZ
300500,启迪设计,SZ
000050,深天马Ａ,SZ
003016,欣贺股份,SZ
002679,福建金森,SZ
001203,大中矿业,SZ
000797,中国武夷,SZ
000703,恒逸石化,SZ
000058,深 赛 格,SZ
000006,深振业Ａ,SZ
002961,瑞达期货,SZ
002124,ST天邦,SZ
000069,华侨城Ａ,SZ
300185,通裕重工,SZ
002929,润建股份,SZ
002249,大洋电机,SZ
000686,东北证券,SZ
300540,蜀道装备,SZ
301161,唯万密封,SZ
300055,万邦达,SZ
000869,张  裕Ａ,SZ
002990,盛视科技,SZ
300057,万顺新材,SZ
300198,纳川股份,SZ
002492,恒基达鑫,SZ
300437,清水源,SZ
300485,赛升药业,SZ
300396,迪瑞医疗,SZ
002217,*ST合泰,SZ
002254,泰和新材,SZ
002376,新北洋,SZ
002159,三特索道,SZ
002457,青龙管业,SZ
002343,慈文传媒,SZ
002252,上海莱士,SZ
300657,弘信电子,SZ
002922,伊戈尔,SZ
002623,亚玛顿,SZ
002660,茂硕电源,SZ
301326,捷邦科技,SZ
000949,新乡化纤,SZ
002062,宏润建设,SZ
002672,东江环保,SZ
300218,安利股份,SZ
300004,南风股份,SZ
300066,三川智慧,SZ
002385,大北农,SZ
301113,雅艺科技,SZ
000993,闽东电力,SZ
000968,蓝焰控股,SZ
002011,盾安环境,SZ
300811,铂科新材,SZ
002905,金逸影视,SZ
002992,宝明科技,SZ
000601,韶能股份,SZ
002318,久立特材,SZ
002936,郑州银行,SZ
301215,中汽股份,SZ
300010,豆神教育,SZ
002791,坚朗五金,SZ
300884,狄耐克,SZ
002375,亚厦股份,SZ
301035,润丰股份,SZ
300294,博雅生物,SZ
000554,泰山石油,SZ
301358,湖南裕能,SZ
300097,ST智云,SZ
300203,聚光科技,SZ
300778,新城市,SZ
002539,云图控股,SZ
300470,中密控股,SZ
002160,常铝股份,SZ
002274,华昌化工,SZ
300268,ST佳沃,SZ
000957,中通客车,SZ
002031,巨轮智能,SZ
000713,丰乐种业,SZ
002415,海康威视,SZ
300211,亿通科技,SZ
300067,安诺其,SZ
002819,东方中科,SZ
002105,信隆健康,SZ
002233,塔牌集团,SZ
002645,华宏科技,SZ
000813,德展健康,SZ
002916,深南电路,SZ
002884,凌霄泵业,SZ
000617,中油资本,SZ
300715,凯伦股份,SZ
002075,沙钢股份,SZ
001201,东瑞股份,SZ
002498,汉缆股份,SZ
002706,良信股份,SZ
002350,北京科锐,SZ
002392,北京利尔,SZ
002653,海思科,SZ
300848,美瑞新材,SZ
002438,江苏神通,SZ
002055,得润电子,SZ
300369,绿盟科技,SZ
000333,美的集团,SZ
002578,闽发铝业,SZ
002340,格林美,SZ
002183,怡 亚 通,SZ
300467,迅游科技,SZ
000655,金岭矿业,SZ
000088,盐 田 港,SZ
002048,宁波华翔,SZ
002999,天禾股份,SZ
002534,西子洁能,SZ
000060,中金岭南,SZ
002589,瑞康医药,SZ
002346,柘中股份,SZ
000680,山推股份,SZ
300709,精研科技,SZ
300263,隆华科技,SZ
002966,苏州银行,SZ
300143,盈康生命,SZ
002605,姚记科技,SZ
300124,汇川技术,SZ
002129,TCL中环,SZ
000911,广农糖业,SZ
002152,广电运通,SZ
000572,海马汽车,SZ
002125,湘潭电化,SZ
002386,天原股份,SZ
002887,绿茵生态,SZ
300347,泰格医药,SZ
003039,顺控发展,SZ
000582,北部湾港,SZ
300621,维业股份,SZ
002053,云南能投,SZ
002958,青农商行,SZ
000852,石化机械,SZ
300152,新动力,SZ
000912,泸天化,SZ
300675,建科院,SZ
000963,华东医药,SZ
002206,海 利 得,SZ
300577,开润股份,SZ
002091,江苏国泰,SZ
002237,恒邦股份,SZ
300459,汤姆猫,SZ
002601,龙佰集团,SZ
002014,永新股份,SZ
002059,云南旅游,SZ
000592,平潭发展,SZ
300063,天龙集团,SZ
000652,泰达股份,SZ
001965,招商公路,SZ
000930,中粮科技,SZ
001231,农心科技,SZ
002490,ST墨龙,SZ
300012,华测检测,SZ
002032,苏 泊 尔,SZ
002423,中粮资本,SZ
002573,清新环境,SZ
002300,太阳电缆,SZ
300772,运达股份,SZ
002133,广宇集团,SZ
300430,诚益通,SZ
002064,华峰化学,SZ
002284,亚太股份,SZ
003040,楚天龙,SZ
002390,信邦制药,SZ
300037,新宙邦,SZ
002244,滨江集团,SZ
002262,恩华药业,SZ
000014,沙河股份,SZ
002560,通达股份,SZ
001286,陕西能源,SZ
002263,大东南,SZ
000019,深粮控股,SZ
000012,南  玻Ａ,SZ
300861,美畅股份,SZ
301038,深水规院,SZ
000876,新 希 望,SZ
300072,海新能科,SZ
002126,银轮股份,SZ
002445,中南文化,SZ
300381,溢多利,SZ
002758,浙农股份,SZ
002986,宇新股份,SZ
002314,南山控股,SZ
002331,皖通科技,SZ
000920,沃顿科技,SZ
000895,双汇发展,SZ
000027,深圳能源,SZ
002421,达实智能,SZ
000897,津滨发展,SZ
001217,华尔泰,SZ
002555,三七互娱,SZ
000733,振华科技,SZ
002063,远光软件,SZ
002715,登云股份,SZ
002632,道明光学,SZ
002204,大连重工,SZ
002783,凯龙股份,SZ
002762,金发拉比,SZ
002117,东港股份,SZ
002602,ST华通,SZ
300897,山科智能,SZ
000987,越秀资本,SZ
000591,太阳能,SZ
000779,甘咨询,SZ
002010,传化智联,SZ
300498,温氏股份,SZ
002419,天虹股份,SZ
000960,锡业股份,SZ
002020,京新药业,SZ
002463,沪电股份,SZ
000708,中信特钢,SZ
002532,天山铝业,SZ
000736,中交地产,SZ
000863,三湘印象,SZ
300374,中铁装配,SZ
000539,粤电力Ａ,SZ
002135,东南网架,SZ
000089,深圳机场,SZ
002493,荣盛石化,SZ
000715,中兴商业,SZ
000065,北方国际,SZ
300407,凯发电气,SZ
300314,戴维医疗,SZ
002197,ST证通,SZ
300760,迈瑞医疗,SZ
002707,众信旅游,SZ
300393,中来股份,SZ
000651,格力电器,SZ
000998,隆平高科,SZ
001323,慕思股份,SZ
000550,江铃汽车,SZ
002128,电投能源,SZ
000725,京东方Ａ,SZ
002533,金杯电工,SZ
000731,四川美丰,SZ
002839,张家港行,SZ
300141,和顺电气,SZ
002088,鲁阳节能,SZ
002561,徐家汇,SZ
002475,立讯精密,SZ
002526,山东矿机,SZ
300933,中辰股份,SZ
002807,江阴银行,SZ
000862,银星能源,SZ
002054,德美化工,SZ
002951,*ST金时,SZ
000722,湖南发展,SZ
301176,逸豪新材,SZ
002902,铭普光磁,SZ
000011,深物业A,SZ
000629,钒钛股份,SZ
000737,北方铜业,SZ
300311,任子行,SZ
300930,屹通新材,SZ
000661,长春高新,SZ
002648,卫星化学,SZ
301102,兆讯传媒,SZ
002146,荣盛发展,SZ
000751,锌业股份,SZ
300497,富祥药业,SZ
000822,山东海化,SZ
002920,德赛西威,SZ
000883,湖北能源,SZ
000791,甘肃能源,SZ
000719,中原传媒,SZ
003042,中农联合,SZ
002142,宁波银行,SZ
000975,山金国际,SZ
000516,国际医学,SZ
000723,美锦能源,SZ
002078,太阳纸业,SZ
301577,美信科技,SZ
000978,桂林旅游,SZ
002554,惠博普,SZ
000683,远兴能源,SZ
000552,甘肃能化,SZ
002948,青岛银行,SZ
000711,*ST京蓝,SZ
002733,雄韬股份,SZ
002955,鸿合科技,SZ
002757,南兴股份,SZ
000983,山西焦煤,SZ
002191,劲嘉股份,SZ
001301,尚太科技,SZ
002033,丽江股份,SZ
300175,朗源股份,SZ
002597,金禾实业,SZ
000830,鲁西化工,SZ
301386,未来电器,SZ
002372,伟星新材,SZ
300910,瑞丰新材,SZ
000063,中兴通讯,SZ
300144,宋城演艺,SZ
000030,富奥股份,SZ
000025,特  力Ａ,SZ
300214,日科化学,SZ
300612,宣亚国际,SZ
002208,合肥城建,SZ
300220,金运激光,SZ
000039,中集集团,SZ
002430,杭氧股份,SZ
002659,凯文教育,SZ
002353,杰瑞股份,SZ
000002,万  科Ａ,SZ
300048,合康新能,SZ
002556,辉隆股份,SZ
300520,科大国创,SZ
002984,森麒麟,SZ
000923,河钢资源,SZ
000758,中色股份,SZ
000958,电投产融,SZ
000035,中国天楹,SZ
001227,兰州银行,SZ
002588,史丹利,SZ
000878,云南铜业,SZ
000800,一汽解放,SZ
000965,天保基建,SZ
300040,九洲集团,SZ
002061,浙江交科,SZ
300547,川环科技,SZ
000059,华锦股份,SZ
300479,神思电子,SZ
000637,茂化实华,SZ
000517,荣安地产,SZ
002937,兴瑞科技,SZ
000630,铜陵有色,SZ
301516,中远通,SZ
002749,国光股份,SZ
003006,百亚股份,SZ
000682,东方电子,SZ
002702,海欣食品,SZ
002266,浙富控股,SZ
300662,科锐国际,SZ
000620,新华联,SZ
002712,思美传媒,SZ
000966,长源电力,SZ
000892,欢瑞世纪,SZ
000826,启迪环境,SZ
000796,凯撒旅业,SZ
000792,盐湖股份,SZ
000672,上峰水泥,SZ
300763,锦浪科技,SZ
002451,摩恩电气,SZ
300905,宝丽迪,SZ
300783,三只松鼠,SZ
300583,赛托生物,SZ
000778,新兴铸管,SZ
300070,碧水源,SZ
002444,巨星科技,SZ
002050,三花智控,SZ
002081,金 螳 螂,SZ
002881,美格智能,SZ
300022,吉峰科技,SZ
000010,美丽生态,SZ
300994,久祺股份,SZ
002408,齐翔腾达,SZ
300667,必创科技,SZ
002697,红旗连锁,SZ
000789,万年青,SZ
300685,艾德生物,SZ
002313,日海智能,SZ
300832,新产业,SZ
002718,友邦吊顶,SZ
002515,金字火腿,SZ
002879,长缆科技,SZ
300401,花园生物,SZ
002243,力合科创,SZ
002606,大连电瓷,SZ
002218,拓日新能,SZ
300197,节能铁汉,SZ
002908,德生科技,SZ
000301,东方盛虹,SZ
300493,润欣科技,SZ
300443,金雷股份,SZ
002083,孚日股份,SZ
000090,天健集团,SZ
000967,盈峰环境,SZ
000037,深南电A,SZ
300827,上能电气,SZ
000927,中国铁物,SZ
002671,龙泉股份,SZ
002459,晶澳科技,SZ
001330,博纳影业,SZ
000157,中联重科,SZ
300016,北陆药业,SZ
002402,和而泰,SZ
000816,智慧农业,SZ
300510,金冠股份,SZ
002099,海翔药业,SZ
001914,招商积余,SZ
000498,山东路桥,SZ
002226,江南化工,SZ
000802,北京文化,SZ
002162,悦心健康,SZ
000902,新洋丰,SZ
003816,中国广核,SZ
000767,晋控电力,SZ
002799,环球印务,SZ
002198,嘉应制药,SZ
301058,中粮科工,SZ
300244,迪安诊断,SZ
002148,北纬科技,SZ
000156,华数传媒,SZ
000921,海信家电,SZ
002714,牧原股份,SZ
003012,东鹏控股,SZ
002427,尤夫股份,SZ
002797,第一创业,SZ
002041,登海种业,SZ
000937,冀中能源,SZ
002035,华帝股份,SZ
300274,阳光电源,SZ
002528,ST英飞拓,SZ
300708,聚灿光电,SZ
301004,嘉益股份,SZ
300464,星徽股份,SZ
300021,大禹节水,SZ
000825,太钢不锈,SZ
002016,世荣兆业,SZ
000521,长虹美菱,SZ
000504,南华生物,SZ
300651,金陵体育,SZ
000428,华天酒店,SZ
002336,*ST人乐,SZ
301533,威马农机,SZ
000690,宝新能源,SZ
002551,尚荣医疗,SZ
002701,奥瑞金,SZ
300279,和晶科技,SZ
002978,安宁股份,SZ
002861,瀛通通讯,SZ
300415,伊之密,SZ
000656,*ST金科,SZ
300866,安克创新,SZ
002521,齐峰新材,SZ
002945,华林证券,SZ
002572,索菲亚,SZ
002755,奥赛康,SZ
301039,中集车辆,SZ
300492,华图山鼎,SZ
300052,中青宝,SZ
300828,锐新科技,SZ
002311,海大集团,SZ
002594,比亚迪,SZ
301371,敷尔佳,SZ
000400,许继电气,SZ
002688,金河生物,SZ
000959,首钢股份,SZ
003001,中岩大地,SZ
000938,紫光股份,SZ
002859,洁美科技,SZ
300976,达瑞电子,SZ
002028,思源电气,SZ
002467,二六三,SZ
000100,TCL科技,SZ
003029,吉大正元,SZ
300395,菲利华,SZ
002403,爱仕达,SZ
002332,仙琚制药,SZ
000401,冀东水泥,SZ
002591,恒大高新,SZ
300921,南凌科技,SZ
003035,南网能源,SZ
002347,泰尔股份,SZ
300496,中科创达,SZ
000875,吉电股份,SZ
002739,万达电影,SZ
301388,欣灵电气,SZ
000068,华控赛格,SZ
002453,华软科技,SZ
300765,新诺威,SZ
000595,宝塔实业,SZ
000528,柳    工,SZ
300477,合纵科技,SZ
300767,震安科技,SZ
002060,广东建工,SZ
300399,天利科技,SZ
300962,中金辐照,SZ
000928,中钢国际,SZ
002624,完美世界,SZ
002121,科陆电子,SZ
002658,雪迪龙,SZ
002508,老板电器,SZ
002925,盈趣科技,SZ
000555,神州信息,SZ
000709,河钢股份,SZ
002051,中工国际,SZ
300017,网宿科技,SZ
002752,昇兴股份,SZ
000507,珠海港,SZ
002026,山东威达,SZ
300105,龙源技术,SZ
000877,天山股份,SZ
301088,戎美股份,SZ
002418,康盛股份,SZ
002997,瑞鹄模具,SZ
000951,中国重汽,SZ
300798,锦鸡股份,SZ
002352,顺丰控股,SZ
300814,中富电路,SZ
002928,华夏航空,SZ
300238,冠昊生物,SZ
002628,成都路桥,SZ
002215,诺 普 信,SZ
000788,北大医药,SZ
002116,中国海诚,SZ
301068,大地海洋,SZ
001266,宏英智能,SZ
002663,普邦股份,SZ
000753,漳州发展,SZ
301291,明阳电气,SZ
002203,海亮股份,SZ
002888,惠威科技,SZ
300451,创业慧康,SZ
300911,亿田智能,SZ
002396,星网锐捷,SZ
002270,华明装备,SZ
300750,宁德时代,SZ
002723,小崧股份,SZ
000607,华媒控股,SZ
000752,ST西发,SZ
002110,三钢闽光,SZ
300755,华致酒行,SZ
300109,新开源,SZ
002487,大金重工,SZ
002096,易普力,SZ
300255,常山药业,SZ
002938,鹏鼎控股,SZ
000004,国华网安,SZ
002501,利源股份,SZ
002364,中恒电气,SZ
300425,中建环能,SZ
000807,云铝股份,SZ
300154,瑞凌股份,SZ
000619,海螺新材,SZ
300468,四方精创,SZ
002168,ST惠程,SZ
300167,*ST迪威,SZ
002400,省广集团,SZ
300617,安靠智电,SZ
000720,新能泰山,SZ
000761,本钢板材,SZ
300113,顺网科技,SZ
301027,华蓝集团,SZ
002187,广百股份,SZ
000809,*ST和展,SZ
000933,神火股份,SZ
001896,豫能控股,SZ
300299,富春股份,SZ
003002,壶化股份,SZ
002272,川润股份,SZ
000698,沈阳化工,SZ
000692,惠天热电,SZ
000898,鞍钢股份,SZ
000717,中南股份,SZ
300711,广哈通信,SZ
000635,英 力 特,SZ
000543,皖能电力,SZ
002058,威尔泰,SZ
000532,华金资本,SZ
001267,汇绿生态,SZ
300491,通合科技,SZ
300876,蒙泰高新,SZ
001367,海森药业,SZ
000659,珠海中富,SZ
301157,华塑科技,SZ
300571,平治信息,SZ
002319,乐通股份,SZ
002607,中公教育,SZ
002576,通达动力,SZ
301390,经纬股份,SZ
000932,华菱钢铁,SZ
002853,皮阿诺,SZ
002256,兆新股份,SZ
300145,中金环境,SZ
300521,爱司凯,SZ
000815,美利云,SZ
000553,安道麦A,SZ
000573,粤宏远Ａ,SZ
000665,湖北广电,SZ
002512,达华智能,SZ
002312,川发龙蟒,SZ
000679,大连友谊,SZ
002639,雪人股份,SZ
000525,ST红太阳,SZ
003037,三和管桩,SZ
300949,奥雅股份,SZ
002227,奥 特 迅,SZ
300280,紫天科技,SZ
000586,汇源通信,SZ
002975,博杰股份,SZ
002583,海能达,SZ
002431,棕榈股份,SZ
300383,光环新网,SZ
301085,亚康股份,SZ
300688,创业黑马,SZ
002667,威领股份,SZ
000425,徐工机械,SZ
002235,安妮股份,SZ
002741,光华科技,SZ
002103,广博股份,SZ
002713,东易日盛,SZ
000530,冰山冷热,SZ
000558,莱茵体育,SZ
002918,蒙娜丽莎,SZ
300561,汇金科技,SZ
002239,奥特佳,SZ
002115,三维通信,SZ
002175,东方智造,SZ
002205,国统股份,SZ
000859,国风新材,SZ
002354,天娱数科,SZ
002339,积成电子,SZ
002181,粤 传 媒,SZ
002789,建艺集团,SZ
002953,日丰股份,SZ
002291,遥望科技,SZ
002836,新宏泽,SZ
000759,中百集团,SZ
688365,光云科技,SH
688691,灿芯股份,SH
688693,锴威特,SH
688018,乐鑫科技,SH
688343,云天励飞-U,SH
688160,步科股份,SH
688665,四方光电,SH
688591,泰凌微,SH
688010,福光股份,SH
688129,东来技术,SH
688003,天准科技,SH
688793,倍轻松,SH
688068,热景生物,SH
688279,峰岹科技,SH
688502,茂莱光学,SH
688380,中微半导,SH
688515,裕太微-U,SH
688227,品高股份,SH
688981,中芯国际,SH
600490,鹏欣资源,SH
600530,交大昂立,SH
600386,北巴传媒,SH
600545,卓郎智能,SH
600789,鲁抗医药,SH
605136,丽人丽妆,SH
600965,福成股份,SH
603648,畅联股份,SH
603421,鼎信通讯,SH
603518,锦泓集团,SH
600577,精达股份,SH
603657,春光科技,SH
603803,瑞斯康达,SH
603057,紫燕食品,SH
600889,南京化纤,SH
603721,中广天择,SH
603306,华懋科技,SH
605258,协和电子,SH
603615,茶花股份,SH
603155,新亚强,SH
603983,丸美生物,SH
605389,长龄液压,SH
603868,飞科电器,SH
603839,安正时尚,SH
603777,来伊份,SH
603215,比依股份,SH
601113,华鼎股份,SH
600228,返利科技,SH
600171,上海贝岭,SH
603893,瑞芯微,SH
603272,联翔股份,SH
600882,妙可蓝多,SH
600336,澳柯玛,SH
600579,克劳斯,SH
600368,五洲交通,SH
688172,燕东微,SH
688362,甬矽电子,SH
688081,兴图新科,SH
688708,佳驰科技,SH
688426,康为世纪,SH
688300,联瑞新材,SH
688115,思林杰,SH
603328,依顿电子,SH
603001,奥康国际,SH
688186,广大特材,SH
688733,壹石通,SH
603809,豪能股份,SH
688031,星环科技-U,SH
603613,国联股份,SH
688377,迪威尔,SH
688049,炬芯科技,SH
688320,禾川科技,SH
688800,瑞可达,SH
688107,安路科技,SH
688130,晶华微,SH
688629,华丰科技,SH
688512,慧智微-U,SH
688361,中科飞测,SH
688143,长盈通,SH
688696,极米科技,SH
688216,气派科技,SH
600513,联环药业,SH
603009,北特科技,SH
688571,杭华股份,SH
688496,清越科技,SH
688371,菲沃泰,SH
688627,精智达,SH
688230,芯导科技,SH
603711,香飘飘,SH
603341,龙旗科技,SH
688360,德马科技,SH
603297,永新光学,SH
600094,大名城,SH
688256,寒武纪-U,SH
603360,百傲化学,SH
605003,众望布艺,SH
600590,泰豪科技,SH
688658,悦康药业,SH
603697,有友食品,SH
688549,中巨芯-U,SH
688651,盛邦安全,SH
688306,均普智能,SH
688165,埃夫特-U,SH
688525,佰维存储,SH
688620,安凯微,SH
600764,中国海防,SH
688383,新益昌,SH
688222,成都先导,SH
688521,芯原股份,SH
688135,利扬芯片,SH
600621,华鑫股份,SH
688721,龙图光罩,SH
688127,蓝特光学,SH
688205,德科立,SH
603686,福龙马,SH
603666,亿嘉和,SH
600771,广誉远,SH
688045,必易微,SH
603701,德宏股份,SH
688448,磁谷科技,SH
688489,三未信安,SH
688220,翱捷科技-U,SH
688262,国芯科技,SH
603617,君禾股份,SH
688372,伟测科技,SH
688584,上海合晶,SH
600877,电科芯片,SH
688030,山石网科,SH
603388,ST元成,SH
601500,通用股份,SH
600608,ST沪科,SH
688486,龙迅股份,SH
688400,凌云光,SH
603007,*ST花王,SH
600070,*ST富润,SH
600365,ST通葡,SH
688501,青达环保,SH
603786,科博达,SH
688419,耐科装备,SH
603559,*ST通脉,SH
603662,柯力传感,SH
600234,*ST科新,SH
603959,ST百利,SH
688566,吉贝尔,SH
603085,天成自控,SH
600381,ST春天,SH
603121,华培动力,SH
603790,雅运股份,SH
688530,欧莱新材,SH
688378,奥来德,SH
603083,剑桥科技,SH
688110,东芯股份,SH
600241,时代万恒,SH
688668,鼎通科技,SH
688662,富信科技,SH
688168,安博通,SH
600421,华嵘控股,SH
603633,徕木股份,SH
603709,中源家居,SH
688071,华依科技,SH
600589,大位科技,SH
603078,江化微,SH
600223,福瑞达,SH
603517,绝味食品,SH
688173,希荻微,SH
600843,上工申贝,SH
688291,金橙子,SH
688181,八亿时空,SH
603931,格林达,SH
603667,五洲新春,SH
688125,安达智能,SH
688019,安集科技,SH
688458,美芯晟,SH
688080,映翰通,SH
600667,太极实业,SH
600520,文一科技,SH
688478,晶升股份,SH
688037,芯源微,SH
688661,和林微纳,SH
688313,仕佳光子,SH
688053,思科瑞,SH
688152,麒麟信安,SH
603516,淳中科技,SH
603717,天域生物,SH
600422,昆药集团,SH
688319,欧林生物,SH
688500,慧辰股份,SH
688195,腾景科技,SH
688219,会通股份,SH
688035,德邦科技,SH
688601,力芯微,SH
688347,华虹公司,SH
603838,四通股份,SH
688558,国盛智科,SH
603037,凯众股份,SH
688689,银河微电,SH
688350,富淼科技,SH
688016,心脉医疗,SH
688207,格灵深瞳,SH
688611,杭州柯林,SH
688079,美迪凯,SH
603859,能科科技,SH
688093,世华科技,SH
600165,*ST宁科,SH
688608,恒玄科技,SH
688259,创耀科技,SH
603843,正平股份,SH
688435,英方软件,SH
688589,力合微,SH
605277,新亚电子,SH
688221,前沿生物-U,SH
600501,航天晨光,SH
688592,司南导航,SH
603800,洪田股份,SH
603089,正裕工业,SH
688325,赛微微电,SH
600973,宝胜股份,SH
600130,波导股份,SH
688539,高华科技,SH
688449,联芸科技,SH
688178,万德斯,SH
601519,大智慧,SH
688292,浩瀚深度,SH
603890,春秋电子,SH
688017,绿的谐波,SH
688233,神工股份,SH
600156,华升股份,SH
688702,盛科通信-U,SH
601515,东峰集团,SH
600319,亚星化学,SH
605178,时空科技,SH
688533,上声电子,SH
688153,唯捷创芯,SH
688261,东微半导,SH
600641,万业企业,SH
688368,晶丰明源,SH
603203,快克智能,SH
688535,华海诚科,SH
600456,宝钛股份,SH
600129,太极集团,SH
688138,清溢光电,SH
688061,灿瑞科技,SH
600529,山东药玻,SH
688249,晶合集成,SH
688716,中研股份,SH
603726,朗迪集团,SH
603728,鸣志电器,SH
688084,晶品特装,SH
603090,宏盛股份,SH
688218,江苏北人,SH
